t nact i x dx dlx rho vx p D sx tau trac Sd
1.003547944681137e+03 2000 1187 5.598272822728977e+00 1.723856019966163e-03 1.723856019966163e-03 1.107624230667530e-11 9.999717893930526e-01 1.000000001246450e-10 1.474600232387931e-09 7.102931084092734e-06 7.101556867510154e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1188 5.600067103922338e+00 1.864706366755620e-03 1.864706366755620e-03 1.106737111157654e-11 9.999718040349516e-01 1.000000001240785e-10 1.473801705394975e-09 7.106598737966399e-06 7.105225319320503e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1189 5.601913522723754e+00 1.828131236075947e-03 1.828131236075947e-03 1.105582621892020e-11 9.999718242465692e-01 1.000000001256686e-10 1.472792269397720e-09 7.111669488853915e-06 7.110297078876314e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1190 5.603708722794503e+00 1.762268905421749e-03 1.762268905421749e-03 1.104430975776635e-11 9.999718442950692e-01 1.000000001263042e-10 1.471781824146645e-09 7.116706381409208e-06 7.115334981111771e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1191 5.605506623702611e+00 1.833532910795022e-03 1.833532910795022e-03 1.103505514265609e-11 9.999718577414561e-01 1.000000001255524e-10 1.470899807365532e-09 7.120085024983615e-06 7.118714506088922e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1192 5.607346797536012e+00 1.846814756007120e-03 1.846814756007120e-03 1.102378388861717e-11 9.999718781665367e-01 1.000000001252968e-10 1.469930936154639e-09 7.125229952666182e-06 7.123860401895077e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1193 5.609155785550515e+00 1.771161272998256e-03 1.771161272998256e-03 1.101205581145783e-11 9.999718983436449e-01 1.000000001255257e-10 1.468894138399952e-09 7.130318389841344e-06 7.128949875090906e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1194 5.611014905632656e+00 1.947078891284093e-03 1.947078891284093e-03 1.100365553881773e-11 9.999719120358928e-01 1.000000001249098e-10 1.468131333698344e-09 7.133774560015537e-06 7.132406807513739e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1195 5.612893675557787e+00 1.810460958978410e-03 1.810460958978410e-03 1.099141088237558e-11 9.999719319268698e-01 1.000000001255751e-10 1.467017156839827e-09 7.138801335536286e-06 7.137434696401493e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1196 5.614654488104575e+00 1.711164134597709e-03 1.711164134597709e-03 1.097952576932788e-11 9.999719517417029e-01 1.000000001239984e-10 1.465948389631885e-09 7.143816719899405e-06 7.142451148746468e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1197 5.616475704770967e+00 1.931269198186314e-03 1.931269198186314e-03 1.097138300805304e-11 9.999719657968920e-01 1.000000001227821e-10 1.465228355467296e-09 7.147379255712048e-06 7.146014404055604e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1198 5.618388310739311e+00 1.893942738500520e-03 1.893942738500520e-03 1.095991193337828e-11 9.999719859033770e-01 1.000000001236168e-10 1.464221559217099e-09 7.152482253083088e-06 7.151118407466030e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1199 5.620238333548923e+00 1.806102880724580e-03 1.806102880724580e-03 1.094829186594601e-11 9.999720055575072e-01 1.000000001246303e-10 1.463182494912646e-09 7.157476597212018e-06 7.156113789893366e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1200 5.622014357438053e+00 1.745944897534990e-03 1.745944897534990e-03 1.093687495849214e-11 9.999720251063902e-01 1.000000001248102e-10 1.462167291597359e-09 7.162451514731066e-06 7.161089721863908e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1201 5.623823380166021e+00 1.872100558400369e-03 1.872100558400369e-03 1.092797137589930e-11 9.999720391214695e-01 1.000000001246551e-10 1.461343056456126e-09 7.166020767571132e-06 7.164659798353408e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1202 5.625698926073325e+00 1.878991256209162e-03 1.878991256209162e-03 1.091695791866658e-11 9.999720583954764e-01 1.000000001247196e-10 1.460373694307637e-09 7.170938084203900e-06 7.169578083624225e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1203 5.627582671757045e+00 1.888500111230762e-03 1.888500111230762e-03 1.090602838342232e-11 9.999720785641324e-01 1.000000001207618e-10 1.459438447790551e-09 7.176092339065511e-06 7.174733273014311e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1204 5.629402657457957e+00 1.751471290592832e-03 1.751471290592832e-03 1.089429529028640e-11 9.999720970028537e-01 1.000000001239013e-10 1.458349936428935e-09 7.180806954381920e-06 7.179448976072293e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1205 5.631218921437352e+00 1.881056668197267e-03 1.881056668197267e-03 1.088562449272329e-11 9.999721104883191e-01 1.000000001245551e-10 1.457541483138394e-09 7.184258820346239e-06 7.182901649921516e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1206 5.633086359083714e+00 1.853818624526937e-03 1.853818624526937e-03 1.087434184683364e-11 9.999721305285053e-01 1.000000001246004e-10 1.456554176969839e-09 7.189398447131644e-06 7.188042263273850e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1207 5.634919930840348e+00 1.813324888740198e-03 1.813324888740198e-03 1.086317749732460e-11 9.999721503336918e-01 1.000000001222031e-10 1.455576058627416e-09 7.194485062888187e-06 7.193129856417924e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1208 5.636698773146321e+00 1.744359723205413e-03 1.744359723205413e-03 1.085183222903594e-11 9.999721697853269e-01 1.000000001220399e-10 1.454563939064491e-09 7.199487055265572e-06 7.198132860172978e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1209 5.638502967841696e+00 1.864029667544287e-03 1.864029667544287e-03 1.084303584973414e-11 9.999721834361021e-01 1.000000001231127e-10 1.453741455365438e-09 7.202999593287192e-06 7.201646220103703e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1210 5.640377954244830e+00 1.885943138724144e-03 1.885943138724144e-03 1.083225863605188e-11 9.999722027582265e-01 1.000000001214427e-10 1.452801196579347e-09 7.207981291416668e-06 7.206628857788289e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1211 5.642248318385041e+00 1.854785141699011e-03 1.854785141699011e-03 1.082109042450948e-11 9.999722230155262e-01 1.000000001204841e-10 1.451832440116745e-09 7.213211871829543e-06 7.211860406229062e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1212 5.644044857795596e+00 1.738293679411029e-03 1.738293679411029e-03 1.080956390117093e-11 9.999722415164310e-01 1.000000001233450e-10 1.450769179241434e-09 7.217992525215357e-06 7.216642122124763e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1213 5.645857191179438e+00 1.886373088271220e-03 1.886373088271220e-03 1.080102991246676e-11 9.999722551867822e-01 1.000000001211955e-10 1.449980897190250e-09 7.221529030929143e-06 7.220179415565046e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1214 5.647733758500988e+00 1.866761554829566e-03 1.866761554829566e-03 1.078989554539718e-11 9.999722749043759e-01 1.000000001211036e-10 1.449001137630166e-09 7.226638867826789e-06 7.225290231497822e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1215 5.649587499866096e+00 1.840721175386584e-03 1.840721175386584e-03 1.077906002743186e-11 9.999722937557221e-01 1.000000001221894e-10 1.448038374797248e-09 7.231530594099696e-06 7.230182919829256e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1216 5.651436382505523e+00 1.857044103466876e-03 1.857044103466876e-03 1.076838093121480e-11 9.999723136688340e-01 1.000000001238791e-10 1.447123892173267e-09 7.236706889859879e-06 7.235360129378413e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1217 5.653229021863343e+00 1.728234612174084e-03 1.728234612174084e-03 1.075679301115309e-11 9.999723324775913e-01 1.000000001229232e-10 1.446057901005789e-09 7.241599469172413e-06 7.240253773930411e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1218 5.655040946484563e+00 1.895614630265996e-03 1.895614630265996e-03 1.074853338829765e-11 9.999723461852775e-01 1.000000001228224e-10 1.445305615677358e-09 7.245169788466748e-06 7.243824844974688e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1219 5.656922187947560e+00 1.866868295727464e-03 1.866868295727464e-03 1.073750032616804e-11 9.999723661593464e-01 1.000000001231225e-10 1.444343755206850e-09 7.250380964014185e-06 7.249036981667849e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1220 5.658751597751598e+00 1.791951312348772e-03 1.791951312348772e-03 1.072649549683088e-11 9.999723852516301e-01 1.000000001194826e-10 1.443362142338467e-09 7.255368081348916e-06 7.254025079903265e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1221 5.660502124756569e+00 1.709102697592613e-03 1.709102697592613e-03 1.071536461444484e-11 9.999724046807181e-01 1.000000001212674e-10 1.442371857462197e-09 7.260450444028353e-06 7.259108432147901e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1222 5.662257289159911e+00 1.801226109090948e-03 1.801226109090948e-03 1.070664143567055e-11 9.999724183744730e-01 1.000000001214242e-10 1.441555363739122e-09 7.264034794174713e-06 7.262693598224599e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1223 5.664063216980937e+00 1.810629532961627e-03 1.810629532961627e-03 1.069584138518286e-11 9.999724383459296e-01 1.000000001214498e-10 1.440622886032633e-09 7.269273236160707e-06 7.267932971991049e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1224 5.665840996616726e+00 1.744929738616285e-03 1.744929738616285e-03 1.068462701782166e-11 9.999724582527544e-01 1.000000001202533e-10 1.439632407859733e-09 7.274501259961274e-06 7.273161985546543e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1225 5.667676996294968e+00 1.927069617869925e-03 1.927069617869925e-03 1.067654199272035e-11 9.999724719926641e-01 1.000000001229707e-10 1.438901998837005e-09 7.278113320233500e-06 7.276774775706852e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1226 5.669509899350793e+00 1.738736493777537e-03 1.738736493777537e-03 1.066445077664408e-11 9.999724905138495e-01 1.000000001220709e-10 1.437756182808177e-09 7.282985269038131e-06 7.281647869549303e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1227 5.671330260633566e+00 1.901986071770168e-03 1.901986071770168e-03 1.065614896298068e-11 9.999725044561771e-01 1.000000001219467e-10 1.437001142626275e-09 7.286658976928295e-06 7.285322331945670e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1228 5.673212676846908e+00 1.862846354912406e-03 1.862846354912406e-03 1.064520784692077e-11 9.999725232549298e-01 1.000000001210034e-10 1.436016693936187e-09 7.291618831918856e-06 7.290283170681709e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1229 5.675069445364278e+00 1.850690679829015e-03 1.850690679829015e-03 1.063446382107933e-11 9.999725429949772e-01 1.000000001213220e-10 1.435082933913493e-09 7.296836110172126e-06 7.295501382004961e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1230 5.676855476210283e+00 1.721371012179063e-03 1.721371012179063e-03 1.062299949929685e-11 9.999725614005444e-01 1.000000001222272e-10 1.434016578927328e-09 7.301704098108201e-06 7.300370435560678e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1231 5.678675698910207e+00 1.919074387670250e-03 1.919074387670250e-03 1.061502971317772e-11 9.999725750153777e-01 1.000000001212687e-10 1.433296358946328e-09 7.305310421559371e-06 7.303977478720967e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1232 5.680563545222000e+00 1.856618235915874e-03 1.856618235915874e-03 1.060379404863417e-11 9.999725943602680e-01 1.000000001190810e-10 1.432284492058233e-09 7.310440923498118e-06 7.309108991806969e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1233 5.682411787954853e+00 1.839867229788794e-03 1.839867229788794e-03 1.059316921309555e-11 9.999726131287834e-01 1.000000001216151e-10 1.431339562925499e-09 7.315426158282806e-06 7.314095170840868e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1234 5.684269965454993e+00 1.876487770492652e-03 1.876487770492652e-03 1.058280041676413e-11 9.999726329264013e-01 1.000000001207495e-10 1.430455655834865e-09 7.320694127289675e-06 7.319364023091729e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1235 5.686082048927888e+00 1.747679175296390e-03 1.747679175296390e-03 1.057144456739632e-11 9.999726512038056e-01 1.000000001189233e-10 1.429398101623860e-09 7.325560219231803e-06 7.324231171862857e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1236 5.687909798136475e+00 1.907819241878883e-03 1.907819241878883e-03 1.056326411322183e-11 9.999726645823562e-01 1.000000001213100e-10 1.428641467936790e-09 7.329126510801608e-06 7.327798219544342e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1237 5.689805414876029e+00 1.883414237228820e-03 1.883414237228820e-03 1.055243036491230e-11 9.999726840968256e-01 1.000000001195454e-10 1.427685933567116e-09 7.334337284861994e-06 7.333009948448158e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1238 5.691648103533844e+00 1.801963078401414e-03 1.801963078401414e-03 1.054140925780691e-11 9.999727031144626e-01 1.000000001199125e-10 1.426691557237537e-09 7.339421507556545e-06 7.338095164816890e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1239 5.693425335387069e+00 1.752500628046327e-03 1.752500628046327e-03 1.053063028071566e-11 9.999727220427480e-01 1.000000001214142e-10 1.425727107749013e-09 7.344489348948400e-06 7.343163969972116e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1240 5.695246098754028e+00 1.889026105873270e-03 1.889026105873270e-03 1.052233018332864e-11 9.999727354752613e-01 1.000000001212469e-10 1.424954253611403e-09 7.348088526752668e-06 7.346763920102737e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1241 5.697114116113120e+00 1.847008612311463e-03 1.847008612311463e-03 1.051155249164902e-11 9.999727540179894e-01 1.000000001198986e-10 1.423979020895669e-09 7.353064396535252e-06 7.351740764433156e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1242 5.698958868683444e+00 1.842496528335680e-03 1.842496528335680e-03 1.050096602609403e-11 9.999727737933232e-01 1.000000001206914e-10 1.423061414470921e-09 7.358380635297463e-06 7.357057920129524e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1243 5.700750894681985e+00 1.741555468744771e-03 1.741555468744771e-03 1.048981878225221e-11 9.999727925578773e-01 1.000000001171243e-10 1.422040890986241e-09 7.363429749766773e-06 7.362108054415300e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1244 5.702586351551879e+00 1.929358271046233e-03 1.929358271046233e-03 1.048193282662908e-11 9.999728060595204e-01 1.000000001209918e-10 1.421324543787642e-09 7.367067374306985e-06 7.365746394802932e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1245 5.704473432766218e+00 1.844804157628666e-03 1.844804157628666e-03 1.047076322333098e-11 9.999728252926483e-01 1.000000001190516e-10 1.420312318330559e-09 7.372255592042194e-06 7.370935624056280e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1246 5.706300002201072e+00 1.808334712080750e-03 1.808334712080750e-03 1.046010282984151e-11 9.999728443044317e-01 1.000000001203551e-10 1.419362866124208e-09 7.377392232801487e-06 7.376073213593276e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1247 5.708102002820538e+00 1.795666526851036e-03 1.795666526851036e-03 1.044969029356364e-11 9.999728634335707e-01 1.000000001196607e-10 1.418449634321506e-09 7.382568596241884e-06 7.381250489607194e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1248 5.709956021062416e+00 1.912369956905025e-03 1.912369956905025e-03 1.044153585698481e-11 9.999728760091593e-01 1.000000001205847e-10 1.417671265533376e-09 7.385972513165920e-06 7.384655184385150e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1249 5.711821992412295e+00 1.819572742852493e-03 1.819572742852493e-03 1.043046137420845e-11 9.999728950090016e-01 1.000000001206505e-10 1.416663910935552e-09 7.391124231699160e-06 7.389807909574135e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1250 5.713594691471844e+00 1.725825376245105e-03 1.725825376245105e-03 1.041961365451899e-11 9.999729138484028e-01 1.000000001185092e-10 1.415682641032254e-09 7.396239916873564e-06 7.394924575334520e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1251 5.715382274317506e+00 1.849340315080106e-03 1.849340315080106e-03 1.041151582081412e-11 9.999729266306814e-01 1.000000001177990e-10 1.414916304727051e-09 7.399713196221161e-06 7.398398620508424e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1252 5.717227416083269e+00 1.840943216445901e-03 1.840943216445901e-03 1.040102354892252e-11 9.999729459444304e-01 1.000000001188262e-10 1.413994858606712e-09 7.404971540824553e-06 7.403657885897392e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1253 5.719003053089276e+00 1.710330795567927e-03 1.710330795567927e-03 1.038986011518706e-11 9.999729645184209e-01 1.000000001199242e-10 1.412962327975819e-09 7.410033099358990e-06 7.408720476260519e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1254 5.720802576060665e+00 1.888715147210007e-03 1.888715147210007e-03 1.038203770789980e-11 9.999729777187302e-01 1.000000001186407e-10 1.412243332228943e-09 7.413634790424883e-06 7.412322885830683e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1255 5.722686738942391e+00 1.879610616241756e-03 1.879610616241756e-03 1.037152420421810e-11 9.999729971205003e-01 1.000000001191399e-10 1.411319947940249e-09 7.418937237769776e-06 7.417626255899668e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1256 5.724523430055219e+00 1.793771609416517e-03 1.793771609416517e-03 1.036070708346650e-11 9.999730156003502e-01 1.000000001187213e-10 1.410330660000394e-09 7.423992976887820e-06 7.422682983627171e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1257 5.726314106978996e+00 1.787582238135244e-03 1.787582238135244e-03 1.035047777282871e-11 9.999730343753974e-01 1.000000001193774e-10 1.409428616105952e-09 7.429138358925659e-06 7.427829267067746e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1258 5.728159551988700e+00 1.903307781272012e-03 1.903307781272012e-03 1.034231537214380e-11 9.999730471568226e-01 1.000000001180908e-10 1.408651016830398e-09 7.432642500276270e-06 7.431334185506657e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1259 5.730023609120970e+00 1.824806483269548e-03 1.824806483269548e-03 1.033148366516568e-11 9.999730656280647e-01 1.000000001193719e-10 1.407658131568811e-09 7.437714688009858e-06 7.436407365447838e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1260 5.731853117533417e+00 1.834210341622899e-03 1.834210341622899e-03 1.032130271899346e-11 9.999730850407648e-01 1.000000001188254e-10 1.406778029775674e-09 7.443055712431791e-06 7.441749269334988e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1261 5.733629844213283e+00 1.719243018110994e-03 1.719243018110994e-03 1.031029694488266e-11 9.999731035802880e-01 1.000000001187625e-10 1.405762193755433e-09 7.448160747653890e-06 7.446855319705841e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1262 5.735452247974077e+00 1.925564503475918e-03 1.925564503475918e-03 1.030274890577240e-11 9.999731169885631e-01 1.000000001172676e-10 1.405083319548702e-09 7.451858199864674e-06 7.450553450319797e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1263 5.737352442469975e+00 1.874824488319327e-03 1.874824488319327e-03 1.029216869191348e-11 9.999731360697397e-01 1.000000001196147e-10 1.404138796277376e-09 7.457126762859024e-06 7.455822957177662e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1264 5.739169262745233e+00 1.758816062197965e-03 1.758816062197965e-03 1.028130718623825e-11 9.999731546914206e-01 1.000000001187254e-10 1.403143380987571e-09 7.462274456211744e-06 7.460971645269106e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1265 5.740915380566268e+00 1.733419579872830e-03 1.733419579872830e-03 1.027100944300213e-11 9.999731738881660e-01 1.000000001168588e-10 1.402239439395526e-09 7.467590703081755e-06 7.466288795439697e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1266 5.742708925032781e+00 1.853669353153009e-03 1.853669353153009e-03 1.026279277587838e-11 9.999731875613418e-01 1.000000001164657e-10 1.401474871180948e-09 7.471379897618133e-06 7.470078754033403e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1267 5.744550395456560e+00 1.829271494404594e-03 1.829271494404594e-03 1.025266990391321e-11 9.999732058522216e-01 1.000000001170070e-10 1.400570298579831e-09 7.476456855074947e-06 7.475156615433773e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1268 5.746397887572985e+00 1.865712738444714e-03 1.865712738444714e-03 1.024438862905692e-11 9.999732175740750e-01 1.000000001187734e-10 1.399745239884983e-09 7.479709974541015e-06 7.478410559444672e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1269 5.748209008591141e+00 1.756529297868070e-03 1.756529297868070e-03 1.023354497273984e-11 9.999732362101627e-01 1.000000001189416e-10 1.398750339794075e-09 7.484893233495828e-06 7.483594812626948e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1270 5.749942249257797e+00 1.709952035443330e-03 1.709952035443330e-03 1.022340405069665e-11 9.999732548276099e-01 1.000000001161320e-10 1.397850514401922e-09 7.490080142342564e-06 7.488782620670497e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1271 5.751713656392925e+00 1.832862234810939e-03 1.832862234810939e-03 1.021550983779904e-11 9.999732680733431e-01 1.000000001162047e-10 1.397117139442339e-09 7.493773309381937e-06 7.492476520596032e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1272 5.753514728590178e+00 1.769282159695074e-03 1.769282159695074e-03 1.020499730637233e-11 9.999732867882736e-01 1.000000001194483e-10 1.396168205681460e-09 7.498999139899076e-06 7.497703299396432e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1273 5.755257181813280e+00 1.715624286511286e-03 1.715624286511286e-03 1.019467626751097e-11 9.999733057433638e-01 1.000000001179226e-10 1.395251262167372e-09 7.504300276298657e-06 7.503005352101404e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1274 5.757033776803151e+00 1.837565693231902e-03 1.837565693231902e-03 1.018674976258190e-11 9.999733184863927e-01 1.000000001163627e-10 1.394499315723705e-09 7.507866062771149e-06 7.506571890030841e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1275 5.758873266036360e+00 1.841412773183393e-03 1.841412773183393e-03 1.017652627976001e-11 9.999733377670867e-01 1.000000001162568e-10 1.393603397597431e-09 7.513271822502402e-06 7.511978545049096e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1276 5.760660135006192e+00 1.732325166480919e-03 1.732325166480919e-03 1.016573135631355e-11 9.999733563362333e-01 1.000000001175046e-10 1.392610134863786e-09 7.518483312457145e-06 7.517191027600976e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1277 5.762478543054362e+00 1.904490929860003e-03 1.904490929860003e-03 1.015803545333814e-11 9.999733693954539e-01 1.000000001169073e-10 1.391897020076845e-09 7.522152551313310e-06 7.520860979097816e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1278 5.764372564476680e+00 1.883551914776405e-03 1.883551914776405e-03 1.014762909218653e-11 9.999733887009207e-01 1.000000001162839e-10 1.390975364727693e-09 7.527585649884872e-06 7.526294998683989e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1279 5.766226838177034e+00 1.824995485931069e-03 1.824995485931069e-03 1.013714657123113e-11 9.999734078483492e-01 1.000000001163011e-10 1.390038649798831e-09 7.532981714261106e-06 7.531691999130353e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1280 5.768043573093362e+00 1.808474346724154e-03 1.808474346724154e-03 1.012724890927853e-11 9.999734264419909e-01 1.000000001177576e-10 1.389167192076712e-09 7.538229825419082e-06 7.536940981137731e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1281 5.769875284266799e+00 1.854948000151069e-03 1.854948000151069e-03 1.011895745345855e-11 9.999734387840666e-01 1.000000001173507e-10 1.388352285802713e-09 7.541713514676455e-06 7.540425484792512e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1282 5.771660253821770e+00 1.714991109789565e-03 1.714991109789565e-03 1.010807946533354e-11 9.999734568263984e-01 1.000000001153732e-10 1.387331054597499e-09 7.546814882966514e-06 7.545527873646554e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1283 5.773461628767147e+00 1.887758780965143e-03 1.887758780965143e-03 1.010064701095317e-11 9.999734702214356e-01 1.000000001173675e-10 1.386660881694942e-09 7.550608241037806e-06 7.549321901435134e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1284 5.775285022583873e+00 1.759028852485578e-03 1.759028852485578e-03 1.008984195729748e-11 9.999734888202079e-01 1.000000001178925e-10 1.385663306998042e-09 7.555880509442518e-06 7.554595166752812e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1285 5.777021116194993e+00 1.713158369754275e-03 1.713158369754275e-03 1.007986060918685e-11 9.999735070995421e-01 1.000000001154094e-10 1.384770015633723e-09 7.561070930597542e-06 7.559786480588370e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1286 5.778811121447285e+00 1.866852134831731e-03 1.866852134831731e-03 1.007230262901726e-11 9.999735204833334e-01 1.000000001138440e-10 1.384081348703949e-09 7.564875243626126e-06 7.563591481821767e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 1287 5.780613822780151e+00 1.738550530900440e-03 1.738550530900440e-03 1.006152144028907e-11 9.999735389033618e-01 1.000000001162739e-10 1.383080991848345e-09 7.570116536165866e-06 7.568833774059784e-06 1.000000000000000e+00 0.000000000000000e+00
