t nact i x dx dlx rho vx p D sx tau trac Sd gmin gmax
1.000000000000000e+02 2000 1211 2.038403468998576e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.038403468998576e-02 2.408968996025306e-19 1.000207819200405e+00 2.039250795792877e-02 2.078623892252107e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1212 2.040058417545842e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.040058417545842e-02 2.408968996025306e-19 1.000208156893254e+00 2.040907810384637e-02 2.082002225465285e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1213 2.041713366093109e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.041713366093109e-02 2.408968996025306e-19 1.000208494860503e+00 2.042564828333506e-02 2.085383306094091e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1214 2.043368314640376e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.043368314640375e-02 2.408968996025306e-19 1.000208833102151e+00 2.044221849642216e-02 2.088767134151848e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1215 2.045023263187642e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.045023263187642e-02 2.408968996025306e-19 1.000209171618199e+00 2.045878874313497e-02 2.092153709647437e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1216 2.046678211734909e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.046678211734908e-02 2.408968996025306e-19 1.000209510408649e+00 2.047535902350078e-02 2.095543032598624e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1217 2.048333160282175e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.048333160282175e-02 2.408968996025306e-19 1.000209849473501e+00 2.049192933754693e-02 2.098935103020949e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1218 2.049988108829442e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.049988108829442e-02 2.408968996025306e-19 1.000210188812755e+00 2.050849968530073e-02 2.102329920925516e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1219 2.051643057376708e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.051643057376708e-02 2.408968996025306e-19 1.000210528426414e+00 2.052507006678947e-02 2.105727486327869e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1220 2.053298005923975e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.053298005923975e-02 2.408968996025306e-19 1.000210868314478e+00 2.054164048204046e-02 2.109127799239108e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1221 2.054952954471241e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.054952954471241e-02 2.408968996025306e-19 1.000211208476947e+00 2.055821093108103e-02 2.112530859676998e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1222 2.056607903018508e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.056607903018508e-02 2.408968996025306e-19 1.000211548913822e+00 2.057478141393848e-02 2.115936667652640e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1223 2.058262851565774e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.058262851565774e-02 2.408968996025306e-19 1.000211889625105e+00 2.059135193064012e-02 2.119345223183799e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1224 2.059917800113040e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.059917800113040e-02 2.408968996025306e-19 1.000212230610796e+00 2.060792248121326e-02 2.122756526281577e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1225 2.061572748660307e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.061572748660307e-02 2.408968996025306e-19 1.000212571870896e+00 2.062449306568524e-02 2.126170576959296e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1226 2.063227697207573e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.063227697207573e-02 2.408968996025306e-19 1.000212913405405e+00 2.064106368408332e-02 2.129587375232500e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1227 2.064882645754840e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.064882645754840e-02 2.408968996025306e-19 1.000213255214325e+00 2.065763433643485e-02 2.133006921114511e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1228 2.066537594302106e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.066537594302106e-02 2.408968996025306e-19 1.000213597297656e+00 2.067420502276713e-02 2.136429214620872e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1229 2.068192542849373e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.068192542849373e-02 2.408968996025306e-19 1.000213939655400e+00 2.069077574310747e-02 2.139854255762685e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1230 2.069847491396640e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.069847491396640e-02 2.408968996025306e-19 1.000214282287557e+00 2.070734649748319e-02 2.143282044557715e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1231 2.071502439943906e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.071502439943906e-02 2.408968996025306e-19 1.000214625194128e+00 2.072391728592160e-02 2.146712581019283e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1232 2.073157388491173e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.073157388491173e-02 2.408968996025306e-19 1.000214968375114e+00 2.074048810845000e-02 2.150145865158493e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1233 2.074812337038439e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.074812337038439e-02 2.408968996025306e-19 1.000215311830515e+00 2.075705896509572e-02 2.153581896990886e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1234 2.076467285585706e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.076467285585706e-02 2.408968996025306e-19 1.000215655560333e+00 2.077362985588607e-02 2.157020676534227e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1235 2.078122234132973e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.078122234132972e-02 2.408968996025306e-19 1.000215999564568e+00 2.079020078084836e-02 2.160462203797398e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1236 2.079777182680239e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.079777182680239e-02 2.408968996025306e-19 1.000216343843221e+00 2.080677174000989e-02 2.163906478798161e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1237 2.081432131227506e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.081432131227506e-02 2.408968996025306e-19 1.000216688396294e+00 2.082334273339801e-02 2.167353501547620e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1238 2.083087079774772e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.083087079774772e-02 2.408968996025306e-19 1.000217033223786e+00 2.083991376103999e-02 2.170803272063537e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1239 2.084742028322039e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.084742028322039e-02 2.408968996025306e-19 1.000217378325699e+00 2.085648482296318e-02 2.174255790357016e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1240 2.086396976869305e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.086396976869305e-02 2.408968996025306e-19 1.000217723702034e+00 2.087305591919487e-02 2.177711056443599e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1241 2.088051925416571e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.088051925416571e-02 2.408968996025306e-19 1.000218069352791e+00 2.088962704976239e-02 2.181169070336608e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1242 2.089706873963838e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.089706873963838e-02 2.408968996025306e-19 1.000218415277972e+00 2.090619821469305e-02 2.184629832051588e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1243 2.091361822511105e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.091361822511105e-02 2.408968996025306e-19 1.000218761477576e+00 2.092276941401416e-02 2.188093341604080e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1244 2.093016771058371e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.093016771058371e-02 2.408968996025306e-19 1.000219107951606e+00 2.093934064775304e-02 2.191559599005188e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1245 2.094671719605638e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.094671719605638e-02 2.408968996025306e-19 1.000219454700062e+00 2.095591191593700e-02 2.195028604270455e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1246 2.096326668152904e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.096326668152904e-02 2.408968996025306e-19 1.000219801722944e+00 2.097248321859336e-02 2.198500357413202e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1247 2.097981616700170e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.097981616700170e-02 2.408968996025306e-19 1.000220149020254e+00 2.098905455574944e-02 2.201974858448974e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1248 2.099636565247437e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.099636565247438e-02 2.408968996025306e-19 1.000220496591992e+00 2.100562592743255e-02 2.205452107391093e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1249 2.101291513794703e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.101291513794703e-02 2.408968996025306e-19 1.000220844438160e+00 2.102219733367000e-02 2.208932104257322e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1250 2.102946462341970e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.102946462341970e-02 2.408968996025306e-19 1.000221192558758e+00 2.103876877448911e-02 2.212414849056543e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1251 2.104601410889237e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.104601410889236e-02 2.408968996025306e-19 1.000221540953786e+00 2.105534024991721e-02 2.215900341806520e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1252 2.106256359436503e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.106256359436503e-02 2.408968996025306e-19 1.000221889623247e+00 2.107191175998160e-02 2.219388582522797e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1253 2.107911307983770e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.107911307983769e-02 2.408968996025306e-19 1.000222238567141e+00 2.108848330470961e-02 2.222879571216474e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1254 2.109566256531036e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.109566256531037e-02 2.408968996025306e-19 1.000222587785468e+00 2.110505488412854e-02 2.226373307900875e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1255 2.111221205078303e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.111221205078303e-02 2.408968996025306e-19 1.000222937278229e+00 2.112162649826572e-02 2.229869792593764e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1256 2.112876153625570e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.112876153625570e-02 2.408968996025306e-19 1.000223287045426e+00 2.113819814714847e-02 2.233369025310683e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1257 2.114531102172836e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.114531102172836e-02 2.408968996025306e-19 1.000223637087059e+00 2.115476983080409e-02 2.236871006060515e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1258 2.116186050720102e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.116186050720103e-02 2.408968996025306e-19 1.000223987403129e+00 2.117134154925990e-02 2.240375734861022e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1259 2.117840999267369e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.117840999267369e-02 2.408968996025306e-19 1.000224337993638e+00 2.118791330254325e-02 2.243883211729969e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1260 2.119495947814635e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.119495947814635e-02 2.408968996025306e-19 1.000224688858584e+00 2.120448509068142e-02 2.247393436676237e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1261 2.121150896361902e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.121150896361902e-02 2.408968996025306e-19 1.000225039997971e+00 2.122105691370175e-02 2.250906409715370e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1262 2.122805844909168e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.122805844909169e-02 2.408968996025306e-19 1.000225391411798e+00 2.123762877163154e-02 2.254422130862910e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1263 2.124460793456435e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.124460793456435e-02 2.408968996025306e-19 1.000225743100066e+00 2.125420066449813e-02 2.257940600134400e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1264 2.126115742003702e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.126115742003701e-02 2.408968996025306e-19 1.000226095062777e+00 2.127077259232883e-02 2.261461817545385e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1265 2.127770690550968e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.127770690550968e-02 2.408968996025306e-19 1.000226447299931e+00 2.128734455515095e-02 2.264985783102524e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1266 2.129425639098235e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.129425639098235e-02 2.408968996025306e-19 1.000226799811528e+00 2.130391655299183e-02 2.268512496828023e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1267 2.131080587645501e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.131080587645501e-02 2.408968996025306e-19 1.000227152597571e+00 2.132048858587876e-02 2.272041958735205e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1268 2.132735536192768e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.132735536192768e-02 2.408968996025306e-19 1.000227505658059e+00 2.133706065383908e-02 2.275574168839611e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1269 2.134390484740035e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.134390484740034e-02 2.408968996025306e-19 1.000227858992994e+00 2.135363275690012e-02 2.279109127152346e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1270 2.136045433287300e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.136045433287300e-02 2.408968996025306e-19 1.000228212602377e+00 2.137020489508917e-02 2.282646833688950e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1271 2.137700381834567e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.137700381834567e-02 2.408968996025306e-19 1.000228566486208e+00 2.138677706843357e-02 2.286187288464969e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1272 2.139355330381834e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.139355330381833e-02 2.408968996025306e-19 1.000228920644488e+00 2.140334927696064e-02 2.289730491491504e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1273 2.141010278929100e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.141010278929100e-02 2.408968996025306e-19 1.000229275077218e+00 2.141992152069770e-02 2.293276442788539e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1274 2.142665227476367e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.142665227476366e-02 2.408968996025306e-19 1.000229629784399e+00 2.143649379967206e-02 2.296825142367176e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1275 2.144320176023633e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.144320176023634e-02 2.408968996025306e-19 1.000229984766032e+00 2.145306611391105e-02 2.300376590245179e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1276 2.145975124570900e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.145975124570900e-02 2.408968996025306e-19 1.000230340022118e+00 2.146963846344199e-02 2.303930786433650e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1277 2.147630073118166e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.147630073118166e-02 2.408968996025306e-19 1.000230695552657e+00 2.148621084829220e-02 2.307487730948132e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1278 2.149285021665433e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.149285021665433e-02 2.408968996025306e-19 1.000231051357650e+00 2.150278326848900e-02 2.311047423804169e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1279 2.150939970212699e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.150939970212699e-02 2.408968996025306e-19 1.000231407437099e+00 2.151935572405972e-02 2.314609865015083e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1280 2.152594918759966e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.152594918759966e-02 2.408968996025306e-19 1.000231763791005e+00 2.153592821503168e-02 2.318175054598637e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1281 2.154249867307232e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.154249867307232e-02 2.408968996025306e-19 1.000232120419367e+00 2.155250074143219e-02 2.321742992563713e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1282 2.155904815854499e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.155904815854499e-02 2.408968996025306e-19 1.000232477322188e+00 2.156907330328859e-02 2.325313678930296e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1283 2.157559764401765e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.157559764401765e-02 2.408968996025306e-19 1.000232834499467e+00 2.158564590062818e-02 2.328887113711708e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1284 2.159214712949032e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.159214712949032e-02 2.408968996025306e-19 1.000233191951206e+00 2.160221853347831e-02 2.332463296923493e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1285 2.160869661496299e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.160869661496299e-02 2.408968996025306e-19 1.000233549677406e+00 2.161879120186628e-02 2.336042228574531e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1286 2.162524610043565e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.162524610043566e-02 2.408968996025306e-19 1.000233907678067e+00 2.163536390581942e-02 2.339623908687027e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1287 2.164179558590832e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.164179558590832e-02 2.408968996025306e-19 1.000234265953191e+00 2.165193664536506e-02 2.343208337274305e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1288 2.165834507138098e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.165834507138098e-02 2.408968996025306e-19 1.000234624502778e+00 2.166850942053051e-02 2.346795514349687e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1289 2.167489455685365e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.167489455685364e-02 2.408968996025306e-19 1.000234983326829e+00 2.168508223134311e-02 2.350385439926495e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1290 2.169144404232632e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.169144404232632e-02 2.408968996025306e-19 1.000235342425345e+00 2.170165507783018e-02 2.353978114018052e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1291 2.170799352779898e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.170799352779898e-02 2.408968996025306e-19 1.000235701798327e+00 2.171822796001903e-02 2.357573536644342e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1292 2.172454301327165e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.172454301327165e-02 2.408968996025306e-19 1.000236061445776e+00 2.173480087793700e-02 2.361171707818688e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1293 2.174109249874431e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.174109249874431e-02 2.408968996025306e-19 1.000236421367692e+00 2.175137383161141e-02 2.364772627554412e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1294 2.175764198421697e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.175764198421697e-02 2.408968996025306e-19 1.000236781564078e+00 2.176794682106957e-02 2.368376295867058e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1295 2.177419146968964e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.177419146968964e-02 2.408968996025306e-19 1.000237142034932e+00 2.178451984633883e-02 2.371982712769949e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1296 2.179074095516230e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.179074095516230e-02 2.408968996025306e-19 1.000237502780257e+00 2.180109290744650e-02 2.375591878280847e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 1297 2.180729044063497e+00 1.651142271230853e-03 1.651142271230853e-03 1.000000000000000e+00 2.180729044063498e-02 2.408968996025306e-19 1.000237863800054e+00 2.181766600441992e-02 2.379203792410856e-04 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
